Node ID,Distance,Conductance,Type,Name,IPSC
0,[104.90830239692104],[54.599999999999994],dend,['L5PCtemplate[0].dend[37]'],-0.009701969975139946
1,[102.77385335077885],[54.599999999999994],dend,['L5PCtemplate[1].dend[38]'],-0.014310827279473415
2,[104.99675813988493],[54.599999999999994],dend,['L5PCtemplate[2].dend[49]'],0.0
3,"[40.46781262524572, 87.65144279883467, 82.62241046888647, 193.09949784766502, 201.17835085873975]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[3].dend[81]', 'L5PCtemplate[3].dend[48]', 'L5PCtemplate[3].dend[82]', 'L5PCtemplate[3].dend[62]', 'L5PCtemplate[3].dend[61]']",-0.06677449974574756
4,"[84.0851219578796, 109.94421115086885, 54.194117300567484]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[4].dend[19]', 'L5PCtemplate[4].dend[72]', 'L5PCtemplate[4].dend[15]']",-0.04024179237092085
5,[220.9285964056956],[54.599999999999994],dend,['L5PCtemplate[5].dend[72]'],-0.0024598522259111633
6,"[154.99522448949983, 177.30177078932604, 125.09637579498302, 213.6186311684051, 101.98687132330745]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[6].dend[5]', 'L5PCtemplate[6].dend[67]', 'L5PCtemplate[6].dend[38]', 'L5PCtemplate[6].dend[62]', 'L5PCtemplate[6].dend[82]']",-0.023136342592522396
7,"[132.14108820183418, 63.25794961446548]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[7].dend[72]', 'L5PCtemplate[7].dend[82]']",-0.026462205561017527
8,"[105.12884557076974, 111.7987532910544]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[8].dend[2]', 'L5PCtemplate[8].dend[44]']",-0.015035241482053152
9,"[134.43247134517557, 148.4577176078409]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[9].dend[67]', 'L5PCtemplate[9].dend[2]']",-0.021066259294855172
10,[84.12946469704029],[54.599999999999994],dend,['L5PCtemplate[10].dend[14]'],0.0
11,"[106.30384547392431, 130.03362670112426]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[11].dend[13]', 'L5PCtemplate[11].dend[66]']",-0.011731531012060259
12,"[155.86712106725082, 93.68792714710914]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[12].dend[67]', 'L5PCtemplate[12].dend[22]']",-0.020359628494759363
13,"[83.3143651168523, 134.43247134517557, 109.94421115086885, 83.46440955223416]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[13].dend[45]', 'L5PCtemplate[13].dend[67]', 'L5PCtemplate[13].dend[72]', 'L5PCtemplate[13].dend[2]']",-0.0755691597859709
14,[263.9305651416439],[54.599999999999994],dend,['L5PCtemplate[14].dend[70]'],-0.0034540489920686923
15,"[84.0851219578796, 125.34785430040972, 104.99675813988493]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[15].dend[19]', 'L5PCtemplate[15].dend[45]', 'L5PCtemplate[15].dend[49]']",-0.0495978570427269
16,"[216.5604565168211, 167.3813434839671, 140.67423169442782]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[16].dend[28]', 'L5PCtemplate[16].dend[45]', 'L5PCtemplate[16].dend[14]']",-0.013188721459300723
17,"[157.7359929154133, 128.94432616587443, 154.33796525279956]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[17].dend[59]', 'L5PCtemplate[17].dend[44]', 'L5PCtemplate[17].dend[72]']",-0.010000153626776864
18,"[64.34817036737246, 91.56317190102511]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[18].dend[6]', 'L5PCtemplate[18].dend[67]']",-0.018600665143253536
19,[157.2096136989632],[54.599999999999994],dend,['L5PCtemplate[19].dend[54]'],-0.006641134432072704
20,[123.2264677156664],[54.599999999999994],dend,['L5PCtemplate[20].dend[4]'],-0.012696613997320583
21,"[54.194117300567484, 126.69388733406447, 104.90830239692104]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[21].dend[15]', 'L5PCtemplate[21].dend[41]', 'L5PCtemplate[21].dend[37]']",-0.04757227227543126
22,"[104.33110970863102, 100.86394087242225, 112.99782162310034, 158.1431732900972]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[22].dend[45]', 'L5PCtemplate[22].dend[77]', 'L5PCtemplate[22].dend[67]', 'L5PCtemplate[22].dend[28]']",-0.0722763297389406
23,"[60.65930781833951, 201.17835085873975, 62.204840638074714, 84.0851219578796, 104.35920141659851]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[23].dend[80]', 'L5PCtemplate[23].dend[61]', 'L5PCtemplate[23].dend[83]', 'L5PCtemplate[23].dend[19]', 'L5PCtemplate[23].dend[33]']",-0.09703597472849879
24,[109.94421115086885],[54.599999999999994],dend,['L5PCtemplate[24].dend[72]'],-0.014935871385546307
25,[68.94748552015548],[54.599999999999994],dend,['L5PCtemplate[25].dend[29]'],0.0
26,[131.4997229334096],[54.599999999999994],dend,['L5PCtemplate[26].dend[37]'],-0.005351042347001567
27,"[68.01074554677353, 74.31162123783537]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[27].dend[65]', 'L5PCtemplate[27].dend[51]']",0.0
28,"[87.74733409990351, 158.1431732900972]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[28].dend[72]', 'L5PCtemplate[28].dend[28]']",-0.0372087239981056
29,"[135.8111998862337, 74.88580032951214]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[29].dend[59]', 'L5PCtemplate[29].dend[35]']",-0.0418109260891697
30,"[177.61560103233853, 60.65930781833951, 134.43247134517557, 140.71579303214946, 54.194117300567484]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[30].dend[28]', 'L5PCtemplate[30].dend[80]', 'L5PCtemplate[30].dend[67]', 'L5PCtemplate[30].dend[82]', 'L5PCtemplate[30].dend[15]']",-0.07433359102861914
31,"[65.55045704893816, 152.4476627904528, 54.42691513006233]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[31].dend[72]', 'L5PCtemplate[31].dend[33]', 'L5PCtemplate[31].dend[51]']",-0.05099011041380663
32,[73.78483825144616],[54.599999999999994],dend,['L5PCtemplate[32].dend[26]'],0.0
33,"[86.19613726756356, 177.30177078932604, 240.83685565217837, 196.95651887776307, 105.12884557076974]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[33].dend[4]', 'L5PCtemplate[33].dend[67]', 'L5PCtemplate[33].dend[5]', 'L5PCtemplate[33].dend[58]', 'L5PCtemplate[33].dend[2]']",-0.037797399765793216
34,"[98.1018678436529, 68.94748552015548, 83.3175177762149, 138.67074554785592, 207.97444699613737]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[34].dend[39]', 'L5PCtemplate[34].dend[29]', 'L5PCtemplate[34].dend[21]', 'L5PCtemplate[34].dend[28]', 'L5PCtemplate[34].dend[69]']",-0.0878546018554971
35,"[68.01074554677353, 109.30215553762554, 116.94856380256056, 60.75370898766455, 166.66555180618144]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[35].dend[65]', 'L5PCtemplate[35].dend[56]', 'L5PCtemplate[35].dend[77]', 'L5PCtemplate[35].dend[12]', 'L5PCtemplate[35].dend[69]']",-0.03459037332902426
36,[145.83871710874416],[54.599999999999994],dend,['L5PCtemplate[36].dend[76]'],-0.004624195643998519
37,"[97.73142930013243, 65.55045704893816]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[37].dend[35]', 'L5PCtemplate[37].dend[72]']",-0.03243040813316611
38,[87.65144279883467],[54.599999999999994],dend,['L5PCtemplate[38].dend[48]'],-0.007435216498663522
39,"[49.11656274943088, 69.15359332682125, 85.10253843614804]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[39].dend[36]', 'L5PCtemplate[39].dend[5]', 'L5PCtemplate[39].dend[68]']",-0.05683805579224099
40,"[73.78483825144616, 104.71130249161499]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[40].dend[26]', 'L5PCtemplate[40].dend[4]']",-0.015684959964801237
41,"[152.4476627904528, 116.94856380256056, 90.68340297221485, 91.22777645270646]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[41].dend[33]', 'L5PCtemplate[41].dend[77]', 'L5PCtemplate[41].dend[66]', 'L5PCtemplate[41].dend[56]']",-0.0169742954383878
42,[140.51513324199686],[54.599999999999994],dend,['L5PCtemplate[42].dend[6]'],0.0
43,"[184.51662790275998, 83.38991108602856]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[43].dend[70]', 'L5PCtemplate[43].dend[6]']",-0.009716737581300094
44,[160.08025388657046],[54.599999999999994],dend,['L5PCtemplate[44].dend[82]'],-0.002899504532649644
45,[65.1512755144224],[54.599999999999994],dend,['L5PCtemplate[45].dend[68]'],-0.031380721466689465
46,[140.51513324199686],[54.599999999999994],dend,['L5PCtemplate[46].dend[6]'],-0.005236055892510194
47,[126.79328158930532],[54.599999999999994],dend,['L5PCtemplate[47].dend[2]'],-0.011965943673430957
48,"[236.03288425906243, 73.78483825144616, 167.26752669263527]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[48].dend[28]', 'L5PCtemplate[48].dend[26]', 'L5PCtemplate[48].dend[74]']",-0.04084090313796196
49,"[77.5076075414143, 83.3175177762149, 101.42502984666582, 143.422687241373]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[49].dend[44]', 'L5PCtemplate[49].dend[21]', 'L5PCtemplate[49].dend[27]', 'L5PCtemplate[49].dend[35]']",-0.04957514038324007
50,"[96.89358253592437, 104.71130249161499, 133.5473200135147, 135.8111998862337, 158.1431732900972]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[50].dend[60]', 'L5PCtemplate[50].dend[4]', 'L5PCtemplate[50].dend[32]', 'L5PCtemplate[50].dend[59]', 'L5PCtemplate[50].dend[28]']",-0.06046868557518792
51,[144.809659283318],[54.599999999999994],dend,['L5PCtemplate[51].dend[70]'],-0.01125184489012554
52,"[244.07708083192296, 74.31162123783537, 78.87582633601447]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[52].dend[70]', 'L5PCtemplate[52].dend[51]', 'L5PCtemplate[52].dend[39]']",-0.028697207088157484
53,[104.90830239692104],[54.599999999999994],dend,['L5PCtemplate[53].dend[37]'],-0.009701969975139946
54,"[240.83685565217837, 82.62241046888647]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[54].dend[5]', 'L5PCtemplate[54].dend[82]']",-0.011376012415098558
55,[140.71579303214946],[54.599999999999994],dend,['L5PCtemplate[55].dend[82]'],-0.003511108960196907
56,[219.37644786150878],[54.599999999999994],dend,['L5PCtemplate[56].dend[5]'],-0.003308178249028515
57,"[120.38868854121658, 59.64978482837607, 94.65318041623435]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[57].dend[33]', 'L5PCtemplate[57].dend[39]', 'L5PCtemplate[57].dend[44]']",-0.04542896408139541
58,"[167.26752669263527, 127.3695178804456]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[58].dend[74]', 'L5PCtemplate[58].dend[13]']",-0.010297406601011971
59,"[236.03288425906243, 121.82597602863196, 132.4685610854313, 223.51037200295212]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[59].dend[28]', 'L5PCtemplate[59].dend[14]', 'L5PCtemplate[59].dend[31]', 'L5PCtemplate[59].dend[59]']",-0.029298174209202443
60,"[144.809659283318, 84.12946469704029, 154.33796525279956, 94.65318041623435, 82.8589089884082]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[60].dend[70]', 'L5PCtemplate[60].dend[14]', 'L5PCtemplate[60].dend[72]', 'L5PCtemplate[60].dend[44]', 'L5PCtemplate[60].dend[80]']",-0.027745982889371135
61,"[54.695572477958606, 60.36203466659426, 244.07708083192296]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[61].dend[3]', 'L5PCtemplate[61].dend[44]', 'L5PCtemplate[61].dend[70]']",-0.08132315908824239
62,[100.47779507920052],[54.599999999999994],dend,['L5PCtemplate[62].dend[50]'],-0.005708348106736594
63,"[74.88580032951214, 50.49431150301488, 73.15339736778739]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[63].dend[35]', 'L5PCtemplate[63].dend[53]', 'L5PCtemplate[63].dend[56]']",-0.038934184067329625
64,[49.484739032008434],[54.599999999999994],dend,['L5PCtemplate[64].dend[18]'],-0.04968047881561688
65,"[106.30384547392431, 90.36166855948268]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[65].dend[13]', 'L5PCtemplate[65].dend[10]']",-0.017562091662171042
66,[87.65144279883467],[54.599999999999994],dend,['L5PCtemplate[66].dend[48]'],0.0
67,"[124.29573715549212, 104.71130249161499, 135.8302745239617, 121.47339252334079]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[67].dend[27]', 'L5PCtemplate[67].dend[4]', 'L5PCtemplate[67].dend[54]', 'L5PCtemplate[67].dend[6]']",-0.022452874679856905
68,"[216.5604565168211, 166.66555180618144]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[68].dend[28]', 'L5PCtemplate[68].dend[69]']",-0.011385986888967636
69,"[80.32105935919517, 132.14108820183418, 135.8302745239617]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[69].dend[75]', 'L5PCtemplate[69].dend[72]', 'L5PCtemplate[69].dend[54]']",-0.039479093112504415
70,"[102.97772036283612, 97.73142930013243, 184.51662790275998]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[70].dend[14]', 'L5PCtemplate[70].dend[35]', 'L5PCtemplate[70].dend[70]']",-0.019156344144732884
71,[102.43165180468468],[54.599999999999994],dend,['L5PCtemplate[71].dend[6]'],-0.008717671283875461
72,[113.88640685705411],[54.599999999999994],dend,['L5PCtemplate[72].dend[59]'],-0.025286957352932404
73,"[178.37074302601945, 65.1512755144224, 65.55045704893816]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[73].dend[14]', 'L5PCtemplate[73].dend[68]', 'L5PCtemplate[73].dend[72]']",-0.061322814035236206
74,[71.6922569989571],[54.599999999999994],dend,['L5PCtemplate[74].dend[54]'],0.0
75,[68.94748552015548],[54.599999999999994],dend,['L5PCtemplate[75].dend[29]'],-0.03891727254057287
76,"[145.16818505228014, 113.88640685705411, 189.05896229448837, 113.81234472219249, 219.37644786150878]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[76].dend[74]', 'L5PCtemplate[76].dend[59]', 'L5PCtemplate[76].dend[66]', 'L5PCtemplate[76].dend[10]', 'L5PCtemplate[76].dend[5]']",-0.041467388248861425
77,"[123.2264677156664, 113.15288166202464, 125.3566566162255, 125.3566566162255]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[77].dend[4]', 'L5PCtemplate[77].dend[60]', 'L5PCtemplate[77].dend[69]', 'L5PCtemplate[77].dend[69]']",-0.021728932028963754
78,"[111.7987532910544, 135.46387295877747]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[78].dend[44]', 'L5PCtemplate[78].dend[40]']",-0.006755369676625378
79,[125.34785430040972],[54.599999999999994],dend,['L5PCtemplate[79].dend[45]'],-0.019488962738023474
80,[191.72700098330216],[54.599999999999994],dend,['L5PCtemplate[80].dend[32]'],-0.005798918256516572
81,[119.19831780561462],[54.599999999999994],dend,['L5PCtemplate[81].dend[28]'],0.0
82,[101.42502984666582],[54.599999999999994],dend,['L5PCtemplate[82].dend[27]'],0.0
83,"[104.71130249161499, 136.41817566583467]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[83].dend[4]', 'L5PCtemplate[83].dend[33]']",-0.028646000673404615
84,"[143.43776430954227, 62.29762052507359, 236.03288425906243, 179.66078594459293]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[84].dend[58]', 'L5PCtemplate[84].dend[45]', 'L5PCtemplate[84].dend[28]', 'L5PCtemplate[84].dend[59]']",-0.05955591912396585
85,"[197.21899869181533, 54.194117300567484]","[54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[85].dend[14]', 'L5PCtemplate[85].dend[15]']",-0.041461548300958384
86,"[179.66078594459293, 133.03318673269888, 63.25794961446548]","[54.599999999999994, 54.599999999999994, 54.599999999999994]",dend,"['L5PCtemplate[86].dend[59]', 'L5PCtemplate[86].dend[77]', 'L5PCtemplate[86].dend[82]']",-0.0403472609406208
87,[135.8111998862337],[54.599999999999994],dend,['L5PCtemplate[87].dend[59]'],-0.021138488075678197
